start,end,defense_system,genome,seqid,source,system,class,original,defense_system2
5154624,5161342,wadjet_type_I,GCA_015697665.1,CP060243.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
2654887,2662728,zorya_type_I,GCA_015697665.1,CP060243.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
999602,1002027,RM_type_II,GCA_015767515.1,CP065202.1,padloc,RM,RM,RM_type_II,RM II
3749016,3751187,RM_type_II,GCA_015767515.1,CP065202.1,padloc,RM,RM,RM_type_II,RM II
1002386,1009549,mza,GCA_015767515.1,CP065202.1,padloc,mza,Unknown,mza,mza
4156444,4158216,retron_I-C,GCA_015767515.1,CP065202.1,padloc,Retron,Retron,retron_I-C,Retron I-C
7004422,7006563,PifA,GCA_015832055.1,CP065412.1,padloc,PifA,Abi,PifA,PifA
6394,12400,RM_type_I,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_I,RM I
5281938,5289859,RM_type_I,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_I,RM I
6997730,7004412,RM_type_I,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_I,RM I
4809483,4812798,RM_type_II,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_II,RM II
5733496,5736811,RM_type_II,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_II,RM II
2660523,2665424,RM_type_IIG,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_IIG,RM IIG
5013389,5018317,RM_type_IIG,GCA_015832055.1,CP065412.1,padloc,RM,RM,RM_type_IIG,RM IIG
5294113,5297635,ietAS,GCA_015832055.1,CP065412.1,padloc,ietAS,Unknown,ietAS,ietAS
5910809,5912672,retron_IV,GCA_015832055.1,CP065412.1,padloc,Retron,Retron,retron_IV,Retron IV
4157167,4158147,shedu,GCA_015832055.1,CP065412.1,padloc,Shedu,Unknown,shedu,Shedu
2534074,2540759,wadjet_type_I,GCA_015832055.1,CP065412.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
2648579,2656875,zorya_type_I,GCA_015832055.1,CP065412.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
5024075,5032199,zorya_type_I,GCA_015832055.1,CP065412.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
6394,12400,RM_type_I,GCA_015832075.1,CP065417.1,padloc,RM,RM,RM_type_I,RM I
5698135,5701450,RM_type_II,GCA_015832075.1,CP065417.1,padloc,RM,RM,RM_type_II,RM II
2615533,2620434,RM_type_IIG,GCA_015832075.1,CP065417.1,padloc,RM,RM,RM_type_IIG,RM IIG
5091465,5096393,RM_type_IIG,GCA_015832075.1,CP065417.1,padloc,RM,RM,RM_type_IIG,RM IIG
4888671,4892713,gabija,GCA_015832075.1,CP065417.1,padloc,Gabija,Unknown,gabija,Gabija
5867930,5869793,retron_IV,GCA_015832075.1,CP065417.1,padloc,Retron,Retron,retron_IV,Retron IV
4120374,4121354,shedu,GCA_015832075.1,CP065417.1,padloc,Shedu,Unknown,shedu,Shedu
2489084,2495769,wadjet_type_I,GCA_015832075.1,CP065417.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
2603589,2611885,zorya_type_I,GCA_015832075.1,CP065417.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
5102151,5110275,zorya_type_I,GCA_015832075.1,CP065417.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
4697303,4701067,hachiman_type_I,GCA_015888165.1,CP058975.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
1928091,1929981,septu_type_I,GCA_015888165.1,CP058975.1,padloc,Septu,Unknown,septu_type_I,Septu I
5238572,5240649,septu_type_I,GCA_015888165.1,CP058975.1,padloc,Septu,Unknown,septu_type_I,Septu I
4905345,4906583,shedu,GCA_015888165.1,CP058975.1,padloc,Shedu,Unknown,shedu,Shedu
3995976,3999194,DRT_class_III,GCA_016028515.1,CP065720.1,padloc,DRT,Unknown,DRT_class_III,DRT III
281377,287990,RM_type_I,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_I,RM I
1419206,1426296,RM_type_I,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_I,RM I
4386291,4393064,RM_type_I,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_I,RM I
4140604,4145333,RM_type_III,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_III,RM III
280424,281335,RM_type_IV,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_IV,RM IV
1416868,1417803,RM_type_IV,GCA_016028515.1,CP065720.1,padloc,RM,RM,RM_type_IV,RM IV
1931379,1933050,AbiE,GCA_016028635.1,CP065721.1,padloc,AbiE,Abi,AbiE,AbiE
3764569,3771690,RM_type_I,GCA_016028635.1,CP065721.1,padloc,RM,RM,RM_type_I,RM I
3771731,3772642,RM_type_IV,GCA_016028635.1,CP065721.1,padloc,RM,RM,RM_type_IV,RM IV
1303478,1321384,brex_type_II,GCA_016028635.1,CP065721.1,padloc,BREX,RM,brex_type_II,BREX II
3837818,3842748,cbass_type_II,GCA_016028635.1,CP065721.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
3759588,3761259,AbiE,GCA_016028655.1,CP065750.1,padloc,AbiE,Abi,AbiE,AbiE
2786187,2787892,AbiL,GCA_016028655.1,CP065750.1,padloc,AbiL,Abi,AbiL,AbiL
915456,918452,DRT_class_III,GCA_016028655.1,CP065750.1,padloc,DRT,Unknown,DRT_class_III,DRT III
1567793,1582183,RM_type_I,GCA_016028655.1,CP065750.1,padloc,RM,RM,RM_type_I,RM I
2783096,2791573,RM_type_I,GCA_016028655.1,CP065750.1,padloc,RM,RM,RM_type_I,RM I
3733702,3738122,RM_type_III,GCA_016028655.1,CP065750.1,padloc,RM,RM,RM_type_III,RM III
2781804,2782739,RM_type_IV,GCA_016028655.1,CP065750.1,padloc,RM,RM,RM_type_IV,RM IV
359408,368745,hma,GCA_016028655.1,CP065750.1,padloc,hma,Unknown,hma,hma
3738140,3741483,ietAS,GCA_016028655.1,CP065750.1,padloc,ietAS,Unknown,ietAS,ietAS
4520602,4524423,DRT_class_III,GCA_016064595.1,CP065848.1,padloc,DRT,Unknown,DRT_class_III,DRT III
736079,742924,RM_type_I,GCA_016064595.1,CP065848.1,padloc,RM,RM,RM_type_I,RM I
2514864,2524460,druantia_type_III,GCA_016064595.1,CP065848.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
2545364,2548938,gabija,GCA_016064595.1,CP065848.1,padloc,Gabija,Unknown,gabija,Gabija
653111,655074,DRT_class_II,GCA_016105505.1,CP065865.1,padloc,DRT,Unknown,DRT_class_II,DRT II
4660783,4663612,Helicase-DUF2290,GCA_016105505.1,CP065865.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
3334075,3342214,cas_type_I-F1,GCA_016105505.1,CP065865.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
2801436,2803147,darTG,GCA_016105505.1,CP065865.1,padloc,darTG,TA,darTG,darTG
2782449,2787426,qatABCD,GCA_016105505.1,CP065865.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
2420550,2430113,GAO_29,GCA_016105665.1,CP065866.1,padloc,GAO_29,Unknown,GAO_29,GAO_29
2871603,2879742,cas_type_I-F1,GCA_016105665.1,CP065866.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
2408737,2411630,gabija,GCA_016105665.1,CP065866.1,padloc,Gabija,Unknown,gabija,Gabija
6150034,6153614,gabija,GCA_016105665.1,CP065866.1,padloc,Gabija,Unknown,gabija,Gabija
5099356,5101600,Paris,GCA_016105885.1,CP065867.1,padloc,PARIS,Abi,Paris,PARIS
280026,287491,RM_type_I,GCA_016105885.1,CP065867.1,padloc,RM,RM,RM_type_I,RM I
6200729,6202701,pycsar_effector,GCA_016105885.1,CP065867.1,padloc,Pyscar,Abi,pycsar_effector,Pycsar
4026256,4029085,Helicase-DUF2290,GCA_016107485.1,CP027857.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
2416841,2425128,RM_type_I,GCA_016107485.1,CP027857.1,padloc,RM,RM,RM_type_I,RM I
4727103,4729387,retron_I-B,GCA_016107485.1,CP027857.1,padloc,Retron,Retron,retron_I-B,Retron I-B
1771395,1773066,AbiE,GCA_016126955.1,CP065966.1,padloc,AbiE,Abi,AbiE,AbiE
886894,888183,DRT_class_II,GCA_016126955.1,CP065966.1,padloc,DRT,Unknown,DRT_class_II,DRT II
1644594,1652913,RM_type_I,GCA_016126955.1,CP065966.1,padloc,RM,RM,RM_type_I,RM I
1796331,1800763,RM_type_III,GCA_016126955.1,CP065966.1,padloc,RM,RM,RM_type_III,RM III
1791181,1794530,ietAS,GCA_016126955.1,CP065966.1,padloc,ietAS,Unknown,ietAS,ietAS
1127367,1135976,RM_type_I,GCA_016127795.1,CP066045.1,padloc,RM,RM,RM_type_I,RM I
1124991,1125917,RM_type_IV,GCA_016127795.1,CP066045.1,padloc,RM,RM,RM_type_IV,RM IV
1142335,1147104,qatABCD,GCA_016127795.1,CP066045.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
1708798,1710465,retron_I-C,GCA_016127795.1,CP066045.1,padloc,Retron,Retron,retron_I-C,Retron I-C
2481782,2483516,AbiE,GCA_016134915.1,CP054623.1,padloc,AbiE,Abi,AbiE,AbiE
4379192,4387113,RM_type_I,GCA_016134915.1,CP054623.1,padloc,RM,RM,RM_type_I,RM I
4922921,4929367,argonaute_type_III,GCA_016134915.1,CP054623.1,padloc,Argonaute,Argonaute,argonaute_type_III,Argonaute III
4744362,4748546,cbass_type_II,GCA_016134915.1,CP054623.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
6220868,6225341,cbass_type_II,GCA_016134915.1,CP054623.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
703038,715235,hma,GCA_016134915.1,CP054623.1,padloc,hma,Unknown,hma,hma
4391367,4394889,ietAS,GCA_016134915.1,CP054623.1,padloc,ietAS,Unknown,ietAS,ietAS
4929607,4936325,wadjet_type_I,GCA_016134915.1,CP054623.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
5326590,5334159,RM_type_I,GCA_016134935.2,CP066169.2,padloc,RM,RM,RM_type_I,RM I
5334373,5335293,RM_type_IV,GCA_016134935.2,CP066169.2,padloc,RM,RM,RM_type_IV,RM IV
2535722,2538561,Helicase-DUF2290,GCA_016406145.1,CP066306.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
3700544,3704461,thoeris_type_I,GCA_016406145.1,CP066306.1,padloc,Thoeris,Abi,thoeris_type_I,Thoeris I
4301123,4306174,PT_DndABCDE,GCA_016406165.1,CP066310.1,padloc,Dnd,RM,PT_DndABCDE,Dnd_ABCDE
3057978,3065483,cas_type_I-E,GCA_016406165.1,CP066310.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
43454,53580,RM_type_I,GCA_016406165.1,CP066312.1,padloc,RM,RM,RM_type_I,RM I
2471091,2472783,darTG,GCA_016413685.1,CP066546.1,padloc,darTG,TA,darTG,darTG
3211605,3212831,shedu,GCA_016413685.1,CP066546.1,padloc,Shedu,Unknown,shedu,Shedu
5467640,5468566,DUF4238,GCA_016584725.1,CP061699.1,padloc,Rst_DUF4238,Unknown,DUF4238,DUF4238
237005,238081,PrrC,GCA_016584725.1,CP061699.1,padloc,PrrC,Abi,PrrC,PrrC
232619,239719,RM_type_I,GCA_016584725.1,CP061699.1,padloc,RM,RM,RM_type_I,RM I
3936797,3945284,cas_type_I-F1,GCA_016584725.1,CP061699.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
1824618,1826489,cbass_type_I,GCA_016584725.1,CP061699.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
3345458,3347355,retron_II-A,GCA_016584725.1,CP061699.1,padloc,Retron,Retron,retron_II-A,Retron II-A
1341489,1343393,RM_type_II,GCA_016599635.1,CP067022.1,padloc,RM,RM,RM_type_II,RM II
1805924,1809460,RM_type_II,GCA_016599635.1,CP067022.1,padloc,RM,RM,RM_type_II,RM II
5709859,5711299,RM_type_II,GCA_016599635.1,CP067022.1,padloc,RM,RM,RM_type_II,RM II
1172281,1174355,septu_type_I,GCA_016599635.1,CP067022.1,padloc,Septu,Unknown,septu_type_I,Septu I
2215309,2217320,septu_type_I,GCA_016599635.1,CP067022.1,padloc,Septu,Unknown,septu_type_I,Septu I
4138172,4139089,AbiD,GCA_016599655.1,CP067024.1,padloc,AbiD,Abi,AbiD,AbiD
6248941,6250437,DRT_class_II,GCA_016599655.1,CP067024.1,padloc,DRT,Unknown,DRT_class_II,DRT II
405934,408825,Helicase-DUF2290,GCA_016599655.1,CP067024.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
5065187,5066713,Hydrolase-TM,GCA_016599655.1,CP067024.1,padloc,Hydrolase-TM,Unknown,Hydrolase-TM,Hydrolase-TM
409135,411555,RM_type_II,GCA_016599655.1,CP067024.1,padloc,RM,RM,RM_type_II,RM II
5067450,5070443,RM_type_IIG,GCA_016599655.1,CP067024.1,padloc,RM,RM,RM_type_IIG,RM IIG
1701309,1705090,gabija,GCA_016599655.1,CP067024.1,padloc,Gabija,Unknown,gabija,Gabija
2954282,2958044,hachiman_type_I,GCA_016599655.1,CP067024.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
524899,526575,retron_I-C,GCA_016599655.1,CP067024.1,padloc,Retron,Retron,retron_I-C,Retron I-C
524899,526575,retron_XII,GCA_016599655.1,CP067024.1,padloc,Retron,Retron,retron_XII,Retron XII
2965530,2968979,septu_type_I,GCA_016599655.1,CP067024.1,padloc,Septu,Unknown,septu_type_I,Septu I
5629925,5631834,septu_type_I,GCA_016599655.1,CP067024.1,padloc,Septu,Unknown,septu_type_I,Septu I
3890187,3891858,AbiE,GCA_016599775.1,CP067013.1,padloc,AbiE,Abi,AbiE,AbiE
4092383,4095909,GAO_19,GCA_016599775.1,CP067013.1,padloc,GAO_19,Unknown,GAO_19,GAO_19
3857610,3858731,PrrC,GCA_016599775.1,CP067013.1,padloc,PrrC,Abi,PrrC,PrrC
1990843,1997628,RM_type_I,GCA_016599775.1,CP067013.1,padloc,RM,RM,RM_type_I,RM I
3577963,3585697,RM_type_I,GCA_016599775.1,CP067013.1,padloc,RM,RM,RM_type_I,RM I
3855964,3870704,RM_type_I,GCA_016599775.1,CP067013.1,padloc,RM,RM,RM_type_I,RM I
3585738,3586649,RM_type_IV,GCA_016599775.1,CP067013.1,padloc,RM,RM,RM_type_IV,RM IV
3305846,3315455,cas_type_I-E,GCA_016599775.1,CP067013.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
912873,914331,AbiE,GCA_016615645.1,CP067098.1,padloc,AbiE,Abi,AbiE,AbiE
1281683,1283565,AbiL,GCA_016615645.1,CP067098.1,padloc,AbiL,Abi,AbiL,AbiL
2577910,2579751,DRT_class_I,GCA_016615645.1,CP067098.1,padloc,DRT,Unknown,DRT_class_I,DRT I
202790,203923,PrrC,GCA_016615645.1,CP067098.1,padloc,PrrC,Abi,PrrC,PrrC
201151,208111,RM_type_I,GCA_016615645.1,CP067098.1,padloc,RM,RM,RM_type_I,RM I
211520,212440,RM_type_IV,GCA_016615645.1,CP067098.1,padloc,RM,RM,RM_type_IV,RM IV
784014,787606,gabija,GCA_016615645.1,CP067098.1,padloc,Gabija,Unknown,gabija,Gabija
3211044,3213708,gabija,GCA_016615645.1,CP067098.1,padloc,Gabija,Unknown,gabija,Gabija
787864,791543,hachiman_type_I,GCA_016615645.1,CP067098.1,padloc,Hachiman,Unknown,hachiman_type_I,Hachiman I
5910321,5912233,retron_II-A,GCA_016615645.1,CP067098.1,padloc,Retron,Retron,retron_II-A,Retron II-A
5915653,5917951,retron_III-A,GCA_016615645.1,CP067098.1,padloc,Retron,Retron,retron_III-A,Rretron III-A
1652187,1656902,AVAST_type_IV,GCA_016653615.1,CP067393.1,padloc,AVAST,Unknown,AVAST_type_IV,AVAST IV
738881,740518,Paris_fused,GCA_016653615.1,CP067393.1,padloc,PARIS,Abi,Paris_fused,PARIS
3060563,3067003,RM_type_I,GCA_016653615.1,CP067393.1,padloc,RM,RM,RM_type_I,RM I
62116,64510,RM_type_II,GCA_016653615.1,CP067393.1,padloc,RM,RM,RM_type_II,RM II
969342,973822,cas_type_II-C,GCA_016653615.1,CP067393.1,padloc,CRISPR,CRISPR,cas_type_II-C,CRISPR II-C
418717,423878,cbass_type_II,GCA_016653615.1,CP067393.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
459469,462764,ietAS,GCA_016653615.1,CP067393.1,padloc,ietAS,Unknown,ietAS,ietAS
1072901,1075724,septu_type_I,GCA_016653615.1,CP067393.1,padloc,Septu,Unknown,septu_type_I,Septu I
1205421,1208784,DRT_class_I,GCA_016694755.2,CP068034.2,padloc,DRT,Unknown,DRT_class_I,DRT I
200314,202673,cbass_type_I,GCA_016694755.2,CP068034.2,padloc,CBASS,Abi,cbass_type_I,CBASS I
471942,473851,septu_type_I,GCA_016694755.2,CP068034.2,padloc,Septu,Unknown,septu_type_I,Septu I
3598862,3601407,septu_type_I,GCA_016694755.2,CP068034.2,padloc,Septu,Unknown,septu_type_I,Septu I
1221315,1222949,shedu,GCA_016694755.2,CP068034.2,padloc,Shedu,Unknown,shedu,Shedu
2729257,2735833,wadjet_type_I,GCA_016694755.2,CP068034.2,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
204483,206165,DRT_class_I,GCA_016728065.1,CP068151.1,padloc,DRT,Unknown,DRT_class_I,DRT I
5846537,5851432,RM_type_III,GCA_016728065.1,CP068151.1,padloc,RM,RM,RM_type_III,RM III
1220537,1223415,septu_type_I,GCA_016728065.1,CP068151.1,padloc,Septu,Unknown,septu_type_I,Septu I
5170117,5171655,RM_type_II,GCA_016743035.1,CP068238.1,padloc,RM,RM,RM_type_II,RM II
3509886,3510788,BstA,GCA_016743115.1,CP068239.1,padloc,BstA,Abi,BstA,BstA
5175688,5186424,RM_type_I,GCA_016743115.1,CP068239.1,padloc,RM,RM,RM_type_I,RM I
3312927,3314596,RM_type_II,GCA_016743115.1,CP068239.1,padloc,RM,RM,RM_type_II,RM II
3302375,3314111,druantia_type_II,GCA_016743115.1,CP068239.1,padloc,Druantia,Unknown,druantia_type_II,Druantia II
5179834,5183411,gabija,GCA_016743115.1,CP068239.1,padloc,Gabija,Unknown,gabija,Gabija
3960814,3962760,AbiU,GCA_016745115.1,CP054581.1,padloc,AbiU,Abi,AbiU,AbiU
1175130,1176431,DRT_class_I,GCA_016745115.1,CP054581.1,padloc,DRT,Unknown,DRT_class_I,DRT I
2640930,2644708,RM_type_II,GCA_016745115.1,CP054581.1,padloc,RM,RM,RM_type_II,RM II
5326947,5333393,argonaute_type_III,GCA_016745115.1,CP054581.1,padloc,Argonaute,Argonaute,argonaute_type_III,Argonaute III
4848111,4856496,cas_type_I-E,GCA_016745115.1,CP054581.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
3156298,3164787,cas_type_I-F1,GCA_016745115.1,CP054581.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
3518550,3523361,qatABCD,GCA_016745115.1,CP054581.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
5333634,5340352,wadjet_type_I,GCA_016745115.1,CP054581.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
6546,14864,RM_type_I,GCA_016745135.1,CP054843.1,padloc,RM,RM,RM_type_I,RM I
2540152,2550888,RM_type_I,GCA_016745135.1,CP054843.1,padloc,RM,RM,RM_type_I,RM I
3683068,3684737,RM_type_II,GCA_016745135.1,CP054843.1,padloc,RM,RM,RM_type_II,RM II
5292195,5297369,RM_type_III,GCA_016745135.1,CP054843.1,padloc,RM,RM,RM_type_III,RM III
5840322,5843191,argonaute_type_I,GCA_016745135.1,CP054843.1,padloc,Argonaute,Argonaute,argonaute_type_I,Argonaute I
3683553,3695289,druantia_type_II,GCA_016745135.1,CP054843.1,padloc,Druantia,Unknown,druantia_type_II,Druantia II
2543165,2546742,gabija,GCA_016745135.1,CP054843.1,padloc,Gabija,Unknown,gabija,Gabija
5306062,5309581,ietAS,GCA_016745135.1,CP054843.1,padloc,ietAS,Unknown,ietAS,ietAS
4431971,4434800,Helicase-DUF2290,GCA_016745155.1,CP054844.1,padloc,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
43778,48680,PT_DndABCDE,GCA_016745155.1,CP054844.1,padloc,Dnd,RM,PT_DndABCDE,Dnd_ABCDE
5879908,5887976,RM_type_I,GCA_016745155.1,CP054844.1,padloc,RM,RM,RM_type_I,RM I
3492009,3494789,RM_type_IIG,GCA_016745155.1,CP054844.1,padloc,RM,RM,RM_type_IIG,RM IIG
4651233,4654013,RM_type_IIG,GCA_016745155.1,CP054844.1,padloc,RM,RM,RM_type_IIG,RM IIG
3157995,3166134,cas_type_I-F1,GCA_016745155.1,CP054844.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
5882904,5884779,cbass_type_I,GCA_016745155.1,CP054844.1,padloc,CBASS,Abi,cbass_type_I,CBASS I
6035943,6037097,shedu,GCA_016745155.1,CP054844.1,padloc,Shedu,Unknown,shedu,Shedu
2890563,2901299,RM_type_I,GCA_016745175.1,CP054845.1,padloc,RM,RM,RM_type_I,RM I
4870242,4876777,RM_type_I,GCA_016745175.1,CP054845.1,padloc,RM,RM,RM_type_I,RM I
3573094,3574763,RM_type_II,GCA_016745175.1,CP054845.1,padloc,RM,RM,RM_type_II,RM II
5696907,5710971,brex_type_III,GCA_016745175.1,CP054845.1,padloc,BREX,RM,brex_type_III,BREX III
960858,968468,cas_type_I-C,GCA_016745175.1,CP054845.1,padloc,CRISPR,CRISPR,cas_type_I-C,CRISPR I-C
4922352,4926418,cbass_type_II,GCA_016745175.1,CP054845.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
3562542,3574278,druantia_type_II,GCA_016745175.1,CP054845.1,padloc,Druantia,Unknown,druantia_type_II,Druantia II
2893576,2897153,gabija,GCA_016745175.1,CP054845.1,padloc,Gabija,Unknown,gabija,Gabija
6546,14864,RM_type_I,GCA_016745195.1,CP060392.1,padloc,RM,RM,RM_type_I,RM I
2538041,2548777,RM_type_I,GCA_016745195.1,CP060392.1,padloc,RM,RM,RM_type_I,RM I
3682671,3684340,RM_type_II,GCA_016745195.1,CP060392.1,padloc,RM,RM,RM_type_II,RM II
5292173,5297347,RM_type_III,GCA_016745195.1,CP060392.1,padloc,RM,RM,RM_type_III,RM III
5840300,5843169,argonaute_type_I,GCA_016745195.1,CP060392.1,padloc,Argonaute,Argonaute,argonaute_type_I,Argonaute I
3683156,3694892,druantia_type_II,GCA_016745195.1,CP060392.1,padloc,Druantia,Unknown,druantia_type_II,Druantia II
2541054,2544631,gabija,GCA_016745195.1,CP060392.1,padloc,Gabija,Unknown,gabija,Gabija
5306040,5309559,ietAS,GCA_016745195.1,CP060392.1,padloc,ietAS,Unknown,ietAS,ietAS
2630363,2633254,RM_type_II,GCA_016757635.1,CP068390.1,padloc,RM,RM,RM_type_II,RM II
385875,389923,gabija,GCA_016757635.1,CP068390.1,padloc,Gabija,Unknown,gabija,Gabija
5559814,5560821,AbiD,GCA_016772375.1,CP061943.1,padloc,AbiD,Abi,AbiD,AbiD
2749373,2757597,RM_type_I,GCA_016772375.1,CP061943.1,padloc,RM,RM,RM_type_I,RM I
3485502,3488094,retron_III-A,GCA_016772375.1,CP061943.1,padloc,Retron,Retron,retron_III-A,Rretron III-A
3921825,3923711,septu_type_I,GCA_016772375.1,CP061943.1,padloc,Septu,Unknown,septu_type_I,Septu I
2741390,2749209,zorya_type_I,GCA_016772375.1,CP061943.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
5126277,5127266,AbiD,GCA_016772395.1,CP061944.1,padloc,AbiD,Abi,AbiD,AbiD
741859,744606,RM_type_IIG,GCA_016772395.1,CP061944.1,padloc,RM,RM,RM_type_IIG,RM IIG
5131455,5135366,gabija,GCA_016772395.1,CP061944.1,padloc,Gabija,Unknown,gabija,Gabija
754537,762542,zorya_type_I,GCA_016772395.1,CP061944.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
157034,158705,AbiE,GCA_016811975.1,CP069198.1,padloc,AbiE,Abi,AbiE,AbiE
5416166,5417662,DRT_class_II,GCA_016811975.1,CP069198.1,padloc,DRT,Unknown,DRT_class_II,DRT II
2804468,2812897,RM_type_I,GCA_016811975.1,CP069198.1,padloc,RM,RM,RM_type_I,RM I
5316861,5323390,RM_type_I,GCA_016811975.1,CP069198.1,padloc,RM,RM,RM_type_I,RM I
134238,136312,RM_type_II,GCA_016811975.1,CP069198.1,padloc,RM,RM,RM_type_II,RM II
2526337,2531339,RM_type_III,GCA_016811975.1,CP069198.1,padloc,RM,RM,RM_type_III,RM III
314369,320815,argonaute_type_III,GCA_016811975.1,CP069198.1,padloc,Argonaute,Argonaute,argonaute_type_III,Argonaute III
821696,830081,cas_type_I-E,GCA_016811975.1,CP069198.1,padloc,CRISPR,CRISPR,cas_type_I-E,CRISPR I-E
2268420,2276559,cas_type_I-F1,GCA_016811975.1,CP069198.1,padloc,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
122623,126852,cbass_type_II,GCA_016811975.1,CP069198.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
5261309,5266538,cbass_type_II,GCA_016811975.1,CP069198.1,padloc,CBASS,Abi,cbass_type_II,CBASS II
6331140,6332869,darTG,GCA_016811975.1,CP069198.1,padloc,darTG,TA,darTG,darTG
2003148,2005812,gabija,GCA_016811975.1,CP069198.1,padloc,Gabija,Unknown,gabija,Gabija
2516222,2519741,ietAS,GCA_016811975.1,CP069198.1,padloc,ietAS,Unknown,ietAS,ietAS
126937,134102,mza,GCA_016811975.1,CP069198.1,padloc,mza,Unknown,mza,mza
151246,156200,qatABCD,GCA_016811975.1,CP069198.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
2059954,2062964,GAO_20,GCA_016845885.1,CP069317.1,padloc,GAO_20,Unknown,GAO_20,GAO_20
247015,253210,RM_type_I,GCA_016845885.1,CP069317.1,padloc,RM,RM,RM_type_I,RM I
3944966,3951332,RM_type_I,GCA_016845885.1,CP069317.1,padloc,RM,RM,RM_type_I,RM I
3951993,3952904,RM_type_IV,GCA_016845885.1,CP069317.1,padloc,RM,RM,RM_type_IV,RM IV
752237,761806,druantia_type_III,GCA_016845885.1,CP069317.1,padloc,Druantia,Unknown,druantia_type_III,Druantia III
190892,197586,wadjet_type_I,GCA_016845885.1,CP069317.1,padloc,Wadjet,Unknown,wadjet_type_I,Wadjet I
3934714,3942916,zorya_type_I,GCA_016845885.1,CP069317.1,padloc,Zorya,Unknown,zorya_type_I,Zorya I
3443803,3451077,AVAST_type_I,GCA_016859165.1,CP069352.1,padloc,AVAST,Unknown,AVAST_type_I,AVAST I
5271999,5274203,DprA-PRTase,GCA_016859165.1,CP069352.1,padloc,DprA-PRTase,Unknown,DprA-PRTase,DprA-PRTase
5663663,5670652,RM_type_I,GCA_016859165.1,CP069352.1,padloc,RM,RM,RM_type_I,RM I
4884026,4885988,RM_type_II,GCA_016859165.1,CP069352.1,padloc,RM,RM,RM_type_II,RM II
5670941,5671861,RM_type_IV,GCA_016859165.1,CP069352.1,padloc,RM,RM,RM_type_IV,RM IV
5672047,5674359,darTG,GCA_016859165.1,CP069352.1,padloc,darTG,TA,darTG,darTG
3421243,3426045,qatABCD,GCA_016859165.1,CP069352.1,padloc,qatABCD,Unknown,qatABCD,qatABCD
