genome,start,seqid,defense_system,source,end,system,class,defense_system2
GCA_016756355.1,2493020,AP024200.1,RM_type_IV,padloc,2495881,RM,RM,RM IV
GCA_016756375.1,368563,AP024201.1,AbiD,padloc,369570,AbiD,Abi,AbiD
GCA_016756375.1,822695,AP024201.1,AbiD,padloc,823663,AbiD,Abi,AbiD
GCA_016756375.1,2010225,AP024201.1,AbiD,padloc,2011298,AbiD,Abi,AbiD
GCA_016756375.1,2493765,AP024201.1,RM_type_IV,padloc,2496626,RM,RM,RM IV
GCA_016756695.1,1418642,CP066701.1,DRT_class_II,padloc,1419940,DRT,Unknown,DRT II
GCA_016756695.1,3758349,CP066701.1,RM_type_I,padloc,3764354,RM,RM,RM I
GCA_016756695.1,1415422,CP066701.1,RM_type_II,padloc,1418530,RM,RM,RM II
GCA_016756695.1,1683883,CP066701.1,RM_type_II,padloc,1686798,RM,RM,RM II
GCA_016756695.1,1704160,CP066701.1,RM_type_II,padloc,1706305,RM,RM,RM II
GCA_016756695.1,655666,CP066701.1,cas_type_I-C,padloc,663639,CRISPR,CRISPR,CRISPR I-C
GCA_016756695.1,264693,CP066701.1,wadjet_type_III,padloc,271197,Wadjet,Unknown,Wadjet III
GCA_016757715.1,2535611,CP068392.1,RM_type_II,padloc,2539024,RM,RM,RM II
GCA_016757715.1,2325778,CP068392.1,retron_III-A,padloc,2328254,Retron,Retron,Rretron III-A
GCA_016766595.1,1786775,CP068563.1,AbiL,padloc,1788641,AbiL,Abi,AbiL
GCA_016766595.1,3844271,CP068563.1,DRT_type_III,padloc,3847727,DRT,Unknown,DRT III
GCA_016766795.1,107862,CP068479.1,AbiD,padloc,108848,AbiD,Abi,AbiD
GCA_016766795.1,1954779,CP068479.1,AbiQ,padloc,1955261,AbiQ,Abi,AbiQ
GCA_016767835.1,1167013,CP067362.1,RM_type_I,padloc,1173942,RM,RM,RM I
GCA_016767835.1,1165999,CP067362.1,RM_type_IV,padloc,1166958,RM,RM,RM IV
GCA_016767835.1,1979971,CP067362.1,gabija,padloc,1983805,Gabija,Unknown,Gabija
GCA_016767855.1,1782255,CP068389.1,DRT_class_II,padloc,1783658,DRT,Unknown,DRT II
GCA_016767855.1,3611616,CP068389.1,RM_type_II,padloc,3614278,RM,RM,RM II
GCA_016772275.1,3183576,CP065425.1,RM_type_I,padloc,3189860,RM,RM,RM I
GCA_016772275.1,2236644,CP065425.1,RM_type_II,padloc,2239752,RM,RM,RM II
GCA_016772275.1,157633,CP065425.1,RM_type_III,padloc,162233,RM,RM,RM III
GCA_016772275.1,3827988,CP065425.1,brex_type_V,padloc,3845747,BREX,RM,BREX V
GCA_016772275.1,3801325,CP065425.1,gabija,padloc,3804049,Gabija,Unknown,Gabija
GCA_016772275.1,4266322,CP065425.1,gabija,padloc,4269793,Gabija,Unknown,Gabija
GCA_016772275.1,3822825,CP065425.1,qatABCD,padloc,3827592,qatABCD,Unknown,qatABCD
GCA_016772275.1,3141148,CP065425.1,wadjet_type_III,padloc,3147652,Wadjet,Unknown,Wadjet III
GCA_016772475.1,2775443,CP068595.1,PrrC,padloc,2776579,PrrC,Abi,PrrC
GCA_016772475.1,2771246,CP068595.1,RM_type_I,padloc,2778326,RM,RM,RM I
GCA_016772475.1,7333303,CP068595.1,gabija,padloc,7337258,Gabija,Unknown,Gabija
GCA_016772475.1,4502663,CP068595.1,septu_type_I,padloc,4504590,Septu,Unknown,Septu I
GCA_016772475.1,26567,CP068597.1,RexAB,padloc,27856,RexAB,Abi,RexAB
GCA_016772515.1,2166309,CP068576.1,AbiD,padloc,2167331,AbiD,Abi,AbiD
GCA_016772515.1,134667,CP068576.1,RM_type_IV,padloc,137573,RM,RM,RM IV
GCA_016774515.1,18162,CP068714.1,RM_type_I,padloc,23179,RM,RM,RM I
GCA_016774535.1,2638187,CP068717.1,argonaute_solo,padloc,2638858,Argonaute,Argonaute,Argonaute_solo
GCA_016774535.1,2680126,CP068717.1,argonaute_solo,padloc,2681814,Argonaute,Argonaute,Argonaute_solo
GCA_016774535.1,367571,CP068718.1,gabija,padloc,370793,Gabija,Unknown,Gabija
GCA_016774535.1,371764,CP068718.1,hachiman_type_I,padloc,374901,Hachiman,Unknown,Hachiman I
GCA_016774535.1,379090,CP068718.1,wadjet_type_III,padloc,387217,Wadjet,Unknown,Wadjet III
GCA_016774555.1,2666245,CP068719.1,argonaute_solo,padloc,2666946,Argonaute,Argonaute,Argonaute_solo
GCA_016774555.1,2704879,CP068719.1,argonaute_solo,padloc,2706540,Argonaute,Argonaute,Argonaute_solo
GCA_016774555.1,2151693,CP068719.1,dsr2,padloc,2155226,dsr,Abi,dsr II
GCA_016774555.1,472005,CP068720.1,septu_type_I,padloc,474613,Septu,Unknown,Septu I
GCA_016774575.1,963165,CP068724.1,PrrC,padloc,964283,PrrC,Abi,PrrC
GCA_016774575.1,958941,CP068724.1,RM_type_I,padloc,966049,RM,RM,RM I
GCA_016774575.1,966445,CP068724.1,RM_type_IV,padloc,969345,RM,RM,RM IV
GCA_016774575.1,2544181,CP068724.1,argonaute_solo,padloc,2546568,Argonaute,Argonaute,Argonaute_solo
GCA_016774575.1,4397995,CP068724.1,cbass_type_II,padloc,4402619,CBASS,Abi,CBASS II
GCA_016774575.1,53543,CP068725.1,RM_type_III,padloc,58449,RM,RM,RM III
GCA_016774575.1,286997,CP068725.1,cbass_type_I,padloc,288892,CBASS,Abi,CBASS I
GCA_016774575.1,107818,CP068725.1,thoeris_type_I,padloc,110976,Thoeris,Abi,Thoeris I
GCA_016775725.1,2557437,CP068599.1,RM_type_II,padloc,2560277,RM,RM,RM II
GCA_016775725.1,1790527,CP068599.1,RM_type_IIG,padloc,1793475,RM,RM,RM IIG
GCA_016775745.1,2843345,CP068600.1,AbiD,padloc,2844325,AbiD,Abi,AbiD
GCA_016775745.1,2400430,CP068600.1,DRT_class_II,padloc,2401800,DRT,Unknown,DRT II
GCA_016775745.1,339289,CP068600.1,RM_type_II,padloc,342702,RM,RM,RM II
GCA_016775765.1,57718,CP068601.1,AbiD,padloc,58698,AbiD,Abi,AbiD
GCA_016775765.1,504807,CP068601.1,DRT_class_II,padloc,506177,DRT,Unknown,DRT II
GCA_016775765.1,2603185,CP068601.1,RM_type_II,padloc,2606598,RM,RM,RM II
GCA_016800985.1,518388,CP068979.1,DRT_class_I,padloc,520151,DRT,Unknown,DRT I
GCA_016800985.1,555175,CP068979.1,RM_type_I,padloc,563254,RM,RM,RM I
GCA_016800985.1,1943245,CP068979.1,cbass_type_I,padloc,1944638,CBASS,Abi,CBASS I
GCA_016800985.1,1946247,CP068979.1,gabija,padloc,1949735,Gabija,Unknown,Gabija
GCA_016800985.1,37465,CP068980.1,RM_type_III,padloc,42520,RM,RM,RM III
GCA_016801735.1,3754565,CP068989.1,RM_type_II,padloc,3758012,RM,RM,RM II
GCA_016802645.1,2729341,CP046478.1,cas_type_II-A,padloc,2735202,CRISPR,CRISPR,CRISPR II-A
GCA_016802645.1,2660063,CP046478.1,mza,padloc,2667108,mza,Unknown,mza
GCA_016803835.1,2545098,CP069061.1,RM_type_I,padloc,2551163,RM,RM,RM I
GCA_016803835.1,859286,CP069061.1,cas_type_III-B,padloc,866511,CRISPR,CRISPR,CRISPR III-B
GCA_016804365.1,348596,CP044434.1,DRT_class_I,padloc,350413,DRT,Unknown,DRT I
GCA_016804365.1,350600,CP044434.1,RM_type_I,padloc,357840,RM,RM,RM I
GCA_016804365.1,720112,CP044434.1,RM_type_I,padloc,725810,RM,RM,RM I
GCA_016804365.1,1579379,CP044434.1,RM_type_I,padloc,1585042,RM,RM,RM I
GCA_016804365.1,357979,CP044434.1,Stk2,padloc,359526,Stk2,Abi,Stk2
GCA_016804365.1,1148717,CP044434.1,cas_type_II-C,padloc,1153400,CRISPR,CRISPR,CRISPR II-C
GCA_016804365.1,33574,CP044435.1,AbiD,padloc,34551,AbiD,Abi,AbiD
GCA_016807685.1,3053682,CP069098.1,RM_type_I,padloc,3060004,RM,RM,RM I
GCA_016807685.1,2540955,CP069098.1,RM_type_II,padloc,2543407,RM,RM,RM II
GCA_016807685.1,248584,CP069098.1,gabija,padloc,252293,Gabija,Unknown,Gabija
GCA_016807685.1,767612,CP069098.1,shedu,padloc,768424,Shedu,Unknown,Shedu
GCA_016811915.1,4059506,CP069127.1,AbiE,padloc,4060998,AbiE,Abi,AbiE
GCA_016811915.1,41474,CP069127.1,RM_type_II,padloc,43225,RM,RM,RM II
GCA_016834435.1,1320302,CP069214.1,AbiU,padloc,1322044,AbiU,Abi,AbiU
GCA_016834435.1,3910620,CP069214.1,DRT_class_I,padloc,3912710,DRT,Unknown,DRT I
GCA_016834435.1,2723030,CP069214.1,RM_type_I,padloc,2729328,RM,RM,RM I
GCA_016834435.1,3830885,CP069214.1,RM_type_II,padloc,3834332,RM,RM,RM II
GCA_016834475.1,469687,CP069215.1,RM_type_II,padloc,472490,RM,RM,RM II
GCA_016834495.1,535197,CP069219.1,RM_type_IV,padloc,538055,RM,RM,RM IV
GCA_016834495.1,6373,CP069220.1,AbiQ,padloc,6924,AbiQ,Abi,AbiQ
GCA_016834515.1,1706517,CP069244.1,RM_type_I,padloc,1712404,RM,RM,RM I
GCA_016834515.1,3873729,CP069244.1,RM_type_I,padloc,3879728,RM,RM,RM I
GCA_016834515.1,5069303,CP069244.1,argonaute_solo,padloc,5071690,Argonaute,Argonaute,Argonaute_solo
GCA_016839225.1,266372,CP069296.1,RM_type_I,padloc,272253,RM,RM,RM I
GCA_016839225.1,1255130,CP069296.1,mza,padloc,1262110,mza,Unknown,mza
GCA_016845435.1,2512449,CP052985.1,AbiD,padloc,2513354,AbiD,Abi,AbiD
GCA_016845435.1,50432,CP052985.1,RM_type_I,padloc,56196,RM,RM,RM I
GCA_016845435.1,94830,CP052985.1,RM_type_I,padloc,100675,RM,RM,RM I
GCA_016845435.1,130337,CP052985.1,RM_type_I,padloc,136451,RM,RM,RM I
GCA_016845435.1,2136327,CP052985.1,RM_type_IV,padloc,2139185,RM,RM,RM IV
GCA_016845435.1,141900,CP052985.1,cas_type_III-A,padloc,150413,CRISPR,CRISPR,CRISPR III-A
GCA_016845435.1,7555,CP052986.1,DRT_class_I,padloc,9327,DRT,Unknown,DRT I
GCA_016855105.1,2631948,CP052939.1,AbiD,padloc,2632853,AbiD,Abi,AbiD
GCA_016855105.1,132247,CP052939.1,AbiG,padloc,134279,AbiG,Abi,AbiG
GCA_016855105.1,126175,CP052939.1,RM_type_I,padloc,132056,RM,RM,RM I
GCA_016855105.1,549732,CP052939.1,RM_type_IV,padloc,552590,RM,RM,RM IV
GCA_016855105.1,369431,CP052939.1,ppl,padloc,372052,ppl,Unknown,ppl
GCA_016855125.1,2541897,CP052940.1,AbiD,padloc,2542802,AbiD,Abi,AbiD
GCA_016855125.1,459741,CP052940.1,RM_type_IV,padloc,462599,RM,RM,RM IV
GCA_016855125.1,279440,CP052940.1,ppl,padloc,282061,ppl,Unknown,ppl
GCA_016855185.1,490580,CP052941.1,RM_type_II,padloc,493694,RM,RM,RM II
GCA_016855305.1,502936,CP052948.1,RM_type_IV,padloc,505794,RM,RM,RM IV
GCA_016855305.1,6373,CP052949.1,AbiQ,padloc,6924,AbiQ,Abi,AbiQ
GCA_016855405.1,2460713,CP052951.1,AbiD,padloc,2461618,AbiD,Abi,AbiD
GCA_016855405.1,32382,CP052951.1,RM_type_IIG,padloc,35141,RM,RM,RM IIG
GCA_016855405.1,2208203,CP052951.1,RM_type_IV,padloc,2211061,RM,RM,RM IV
GCA_016855425.1,2490161,CP052953.1,AbiD,padloc,2491066,AbiD,Abi,AbiD
GCA_016855425.1,32382,CP052953.1,RM_type_IIG,padloc,35141,RM,RM,RM IIG
GCA_016855425.1,511752,CP052953.1,RM_type_IV,padloc,514610,RM,RM,RM IV
GCA_016855445.1,2544482,CP052955.1,AbiD,padloc,2545387,AbiD,Abi,AbiD
GCA_016855445.1,162871,CP052955.1,AbiG,padloc,164903,AbiG,Abi,AbiG
GCA_016855445.1,32381,CP052955.1,RM_type_I,padloc,38613,RM,RM,RM I
GCA_016855445.1,156799,CP052955.1,RM_type_I,padloc,162680,RM,RM,RM I
GCA_016855445.1,562658,CP052955.1,RM_type_IV,padloc,565516,RM,RM,RM IV
GCA_016855445.1,380513,CP052955.1,ppl,padloc,383134,ppl,Unknown,ppl
GCA_016855465.1,507010,CP052959.1,RM_type_IV,padloc,509868,RM,RM,RM IV
GCA_016855465.1,326433,CP052959.1,ppl,padloc,329054,ppl,Unknown,ppl
GCA_016855485.1,2394740,CP052962.1,AbiD,padloc,2395645,AbiD,Abi,AbiD
GCA_016855485.1,58902,CP052962.1,RM_type_I,padloc,65166,RM,RM,RM I
GCA_016855485.1,83286,CP052962.1,RM_type_I,padloc,89194,RM,RM,RM I
GCA_016855485.1,530457,CP052962.1,RM_type_IV,padloc,533315,RM,RM,RM IV
GCA_016855485.1,89636,CP052962.1,gabija,padloc,93449,Gabija,Unknown,Gabija
GCA_016855485.1,351797,CP052962.1,ppl,padloc,354418,ppl,Unknown,ppl
GCA_016855505.1,52973,CP052963.1,AbiG,padloc,55005,AbiG,Abi,AbiG
GCA_016855505.1,356607,CP052963.1,DRT_class_I,padloc,358379,DRT,Unknown,DRT I
GCA_016855505.1,46946,CP052963.1,RM_type_I,padloc,52782,RM,RM,RM I
GCA_016855505.1,58827,CP052963.1,RM_type_I,padloc,65031,RM,RM,RM I
GCA_016855505.1,533085,CP052963.1,RM_type_IV,padloc,535943,RM,RM,RM IV
GCA_016855505.1,2227,CP052964.1,cbass_type_I,padloc,3735,CBASS,Abi,CBASS I
GCA_016855525.1,2421962,CP052967.1,AbiD,padloc,2422867,AbiD,Abi,AbiD
GCA_016855525.1,518654,CP052967.1,RM_type_IV,padloc,521512,RM,RM,RM IV
GCA_016855545.1,2513887,CP052969.1,AbiD,padloc,2514792,AbiD,Abi,AbiD
GCA_016855545.1,32382,CP052969.1,RM_type_IIG,padloc,35141,RM,RM,RM IIG
GCA_016855545.1,520315,CP052969.1,RM_type_IV,padloc,523173,RM,RM,RM IV
GCA_016855565.1,2556684,CP053088.1,AbiD,padloc,2557589,AbiD,Abi,AbiD
GCA_016855565.1,503522,CP053088.1,RM_type_IV,padloc,506380,RM,RM,RM IV
GCA_016855565.1,323163,CP053088.1,ppl,padloc,325784,ppl,Unknown,ppl
GCA_016855585.1,2445541,CP052973.1,AbiD,padloc,2446446,AbiD,Abi,AbiD
GCA_016855585.1,32264,CP052973.1,RM_type_I,padloc,38492,RM,RM,RM I
GCA_016855585.1,111907,CP052973.1,RM_type_I,padloc,117752,RM,RM,RM I
GCA_016855585.1,564467,CP052973.1,RM_type_IV,padloc,567325,RM,RM,RM IV
GCA_016855605.1,2386014,CP052978.1,AbiD,padloc,2386919,AbiD,Abi,AbiD
GCA_016855605.1,50432,CP052978.1,RM_type_I,padloc,56196,RM,RM,RM I
GCA_016855605.1,2014513,CP052978.1,RM_type_IV,padloc,2017371,RM,RM,RM IV
GCA_016855605.1,7555,CP052979.1,DRT_class_I,padloc,9327,DRT,Unknown,DRT I
GCA_016855625.1,2568374,CP052981.1,AbiD,padloc,2569279,AbiD,Abi,AbiD
GCA_016855625.1,459814,CP052981.1,RM_type_IV,padloc,462672,RM,RM,RM IV
GCA_016855625.1,280787,CP052981.1,ppl,padloc,283408,ppl,Unknown,ppl
GCA_016855685.1,475662,CP052984.1,RM_type_IV,padloc,478520,RM,RM,RM IV
GCA_016855685.1,302880,CP052984.1,ppl,padloc,305501,ppl,Unknown,ppl
GCA_016855765.1,2496055,CP052990.1,AbiD,padloc,2496960,AbiD,Abi,AbiD
GCA_016855765.1,32278,CP052990.1,RM_type_I,padloc,38487,RM,RM,RM I
GCA_016855765.1,128261,CP052990.1,RM_type_I,padloc,134163,RM,RM,RM I
GCA_016855765.1,551416,CP052990.1,RM_type_IV,padloc,554274,RM,RM,RM IV
GCA_016855765.1,372389,CP052990.1,ppl,padloc,375010,ppl,Unknown,ppl
GCA_016855885.1,47315,CP052991.1,RM_type_I,padloc,53079,RM,RM,RM I
GCA_016855885.1,91539,CP052991.1,RM_type_I,padloc,97384,RM,RM,RM I
GCA_016855885.1,127046,CP052991.1,RM_type_I,padloc,133160,RM,RM,RM I
GCA_016855885.1,2084383,CP052991.1,RM_type_IV,padloc,2087241,RM,RM,RM IV
GCA_016855885.1,138541,CP052991.1,cas_type_III-A,padloc,147054,CRISPR,CRISPR,CRISPR III-A
GCA_016855945.1,2604176,CP052994.1,AbiD,padloc,2605081,AbiD,Abi,AbiD
GCA_016855945.1,97088,CP052994.1,AbiG,padloc,99120,AbiG,Abi,AbiG
GCA_016855945.1,91016,CP052994.1,RM_type_I,padloc,96897,RM,RM,RM I
GCA_016855945.1,513907,CP052994.1,RM_type_IV,padloc,516765,RM,RM,RM IV
GCA_016855945.1,334880,CP052994.1,ppl,padloc,337501,ppl,Unknown,ppl
GCA_016855965.1,2320427,CP052997.1,AbiD,padloc,2321332,AbiD,Abi,AbiD
GCA_016855965.1,487429,CP052997.1,RM_type_IV,padloc,490287,RM,RM,RM IV
GCA_016856085.1,56277,CP053000.1,RM_type_I,padloc,62507,RM,RM,RM I
GCA_016856085.1,501848,CP053000.1,RM_type_IV,padloc,504706,RM,RM,RM IV
GCA_016856185.1,2469556,CP052998.1,AbiD,padloc,2470461,AbiD,Abi,AbiD
GCA_016856185.1,50432,CP052998.1,RM_type_I,padloc,56196,RM,RM,RM I
GCA_016856185.1,95128,CP052998.1,RM_type_I,padloc,100973,RM,RM,RM I
GCA_016856185.1,130782,CP052998.1,RM_type_I,padloc,136896,RM,RM,RM I
GCA_016856185.1,2098055,CP052998.1,RM_type_IV,padloc,2100913,RM,RM,RM IV
GCA_016856185.1,142131,CP052998.1,cas_type_III-A,padloc,150644,CRISPR,CRISPR,CRISPR III-A
GCA_016856185.1,7555,CP052999.1,DRT_class_I,padloc,9327,DRT,Unknown,DRT I
GCA_016856245.1,2402719,CP053002.1,AbiD,padloc,2403624,AbiD,Abi,AbiD
GCA_016856245.1,523972,CP053002.1,RM_type_II,padloc,526775,RM,RM,RM II
GCA_016856245.1,338360,CP053002.1,RM_type_IIG,padloc,341176,RM,RM,RM IIG
GCA_016856285.1,51491,CP053005.1,RM_type_I,padloc,57363,RM,RM,RM I
GCA_016856285.1,1817071,CP053005.1,RM_type_IIG,padloc,1819767,RM,RM,RM IIG
GCA_016856285.1,479639,CP053005.1,RM_type_IV,padloc,482497,RM,RM,RM IV
GCA_016856285.1,1820746,CP053005.1,gabija,padloc,1824121,Gabija,Unknown,Gabija
GCA_016856345.1,2348280,CP060250.1,AbiD,padloc,2349185,AbiD,Abi,AbiD
GCA_016856345.1,2454066,CP060250.1,RM_type_IIG,padloc,2456825,RM,RM,RM IIG
GCA_016856345.1,428125,CP060250.1,RM_type_IV,padloc,430983,RM,RM,RM IV
GCA_016859395.1,2923042,CP046145.1,RM_type_I,padloc,2929220,RM,RM,RM I
GCA_016859395.1,4098149,CP046145.1,RM_type_IV,padloc,4101280,RM,RM,RM IV
GCA_016859395.1,494212,CP046145.1,shedu,padloc,495441,Shedu,Unknown,Shedu
GCA_016859395.1,2052340,CP046145.1,thoeris_type_I,padloc,2053795,Thoeris,Abi,Thoeris I
GCA_016859415.1,2482480,CP052971.1,AbiD,padloc,2483385,AbiD,Abi,AbiD
GCA_016859415.1,32382,CP052971.1,RM_type_IIG,padloc,35141,RM,RM,RM IIG
GCA_016859415.1,1952703,CP052971.1,RM_type_IV,padloc,1955561,RM,RM,RM IV
GCA_016859435.1,70198,CP052975.1,RM_type_I,padloc,76043,RM,RM,RM I
GCA_016859435.1,105633,CP052975.1,RM_type_I,padloc,111747,RM,RM,RM I
GCA_016859435.1,2067737,CP052975.1,RM_type_IV,padloc,2070595,RM,RM,RM IV
GCA_016859435.1,117126,CP052975.1,cas_type_III-A,padloc,125639,CRISPR,CRISPR,CRISPR III-A
GCA_016859455.1,41569,CP053007.1,RM_type_I,padloc,47757,RM,RM,RM I
GCA_016859455.1,1442306,CP053007.1,RM_type_IIG,padloc,1445002,RM,RM,RM IIG
GCA_016859455.1,739433,CP053007.1,RM_type_III,padloc,743826,RM,RM,RM III
GCA_016859455.1,1437955,CP053007.1,gabija,padloc,1441330,Gabija,Unknown,Gabija
GCA_016859455.1,51585,CP053007.1,pycsar_effector,padloc,52903,Pyscar,Abi,Pycsar
GCA_016859455.1,1399,CP053008.1,AbiU,padloc,3201,AbiU,Abi,AbiU
GCA_016859475.1,2393584,CP060247.1,AbiD,padloc,2394489,AbiD,Abi,AbiD
GCA_016859475.1,533638,CP060247.1,RM_type_IV,padloc,536496,RM,RM,RM IV
GCA_016859495.1,2281941,CP060248.1,AbiD,padloc,2282846,AbiD,Abi,AbiD
GCA_016859495.1,15172,CP060248.1,RM_type_I,padloc,21436,RM,RM,RM I
GCA_016859495.1,37431,CP060248.1,RM_type_I,padloc,43339,RM,RM,RM I
GCA_016859495.1,471538,CP060248.1,RM_type_IV,padloc,474396,RM,RM,RM IV
GCA_016859495.1,43781,CP060248.1,gabija,padloc,47594,Gabija,Unknown,Gabija
GCA_016859495.1,294305,CP060248.1,ppl,padloc,296926,ppl,Unknown,ppl
GCA_016859515.1,2285845,CP060249.1,AbiD,padloc,2286750,AbiD,Abi,AbiD
GCA_016859515.1,15172,CP060249.1,RM_type_I,padloc,21436,RM,RM,RM I
GCA_016859515.1,37431,CP060249.1,RM_type_I,padloc,43339,RM,RM,RM I
GCA_016859515.1,474428,CP060249.1,RM_type_IV,padloc,477286,RM,RM,RM IV
GCA_016859515.1,43781,CP060249.1,gabija,padloc,47594,Gabija,Unknown,Gabija
GCA_016859515.1,297195,CP060249.1,ppl,padloc,299816,ppl,Unknown,ppl
GCA_016859535.1,2316099,CP060251.1,AbiD,padloc,2317004,AbiD,Abi,AbiD
GCA_016859535.1,2421683,CP060251.1,RM_type_I,padloc,2427892,RM,RM,RM I
GCA_016859535.1,429679,CP060251.1,RM_type_IV,padloc,432537,RM,RM,RM IV
GCA_016859535.1,252855,CP060251.1,ppl,padloc,255476,ppl,Unknown,ppl
GCA_016859555.1,2396068,CP060252.1,AbiD,padloc,2396973,AbiD,Abi,AbiD
GCA_016859555.1,60236,CP060252.1,RM_type_I,padloc,66445,RM,RM,RM I
GCA_016859555.1,623313,CP060252.1,RM_type_IV,padloc,626171,RM,RM,RM IV
GCA_016859555.1,446488,CP060252.1,ppl,padloc,449109,ppl,Unknown,ppl
GCA_016859575.1,2369597,CP060253.1,AbiD,padloc,2370502,AbiD,Abi,AbiD
GCA_016859575.1,66392,CP060253.1,RM_type_I,padloc,72294,RM,RM,RM I
GCA_016859575.1,2475163,CP060253.1,RM_type_I,padloc,2481372,RM,RM,RM I
GCA_016859575.1,482800,CP060253.1,RM_type_IV,padloc,485658,RM,RM,RM IV
GCA_016859575.1,305976,CP060253.1,ppl,padloc,308597,ppl,Unknown,ppl
GCA_016859595.1,2369972,CP060254.1,AbiD,padloc,2370877,AbiD,Abi,AbiD
GCA_016859595.1,66392,CP060254.1,RM_type_I,padloc,72294,RM,RM,RM I
GCA_016859595.1,2475736,CP060254.1,RM_type_I,padloc,2481945,RM,RM,RM I
GCA_016859595.1,483106,CP060254.1,RM_type_IV,padloc,485964,RM,RM,RM IV
GCA_016859595.1,306282,CP060254.1,ppl,padloc,308903,ppl,Unknown,ppl
GCA_016859615.1,2370724,CP060255.1,AbiD,padloc,2371629,AbiD,Abi,AbiD
GCA_016859615.1,66379,CP060255.1,RM_type_I,padloc,72281,RM,RM,RM I
GCA_016859615.1,2476632,CP060255.1,RM_type_I,padloc,2482841,RM,RM,RM I
GCA_016859615.1,483858,CP060255.1,RM_type_IV,padloc,486716,RM,RM,RM IV
GCA_016859615.1,307034,CP060255.1,ppl,padloc,309655,ppl,Unknown,ppl
GCA_016859635.1,2454809,CP060258.1,AbiD,padloc,2455714,AbiD,Abi,AbiD
GCA_016859635.1,60409,CP060258.1,RM_type_I,padloc,66618,RM,RM,RM I
GCA_016859635.1,151187,CP060258.1,RM_type_I,padloc,157089,RM,RM,RM I
GCA_016859635.1,568135,CP060258.1,RM_type_IV,padloc,570993,RM,RM,RM IV
GCA_016859635.1,391311,CP060258.1,ppl,padloc,393932,ppl,Unknown,ppl
GCA_016859655.1,2394548,CP060256.1,AbiD,padloc,2395453,AbiD,Abi,AbiD
GCA_016859655.1,60370,CP060256.1,RM_type_I,padloc,66579,RM,RM,RM I
GCA_016859655.1,623065,CP060256.1,RM_type_IV,padloc,625923,RM,RM,RM IV
GCA_016859655.1,446240,CP060256.1,ppl,padloc,448861,ppl,Unknown,ppl
GCA_016859675.1,2318122,CP060257.1,AbiD,padloc,2319027,AbiD,Abi,AbiD
GCA_016859675.1,496307,CP060257.1,RM_type_IV,padloc,499165,RM,RM,RM IV
GCA_016865215.1,502620,CP054482.1,PT_DndFGH,padloc,511385,Dnd,RM,Dnd_FGH
GCA_016865215.1,520370,CP054482.1,RM_type_I,padloc,528596,RM,RM,RM I
GCA_016865215.1,73873,CP054482.1,RM_type_III,padloc,78407,RM,RM,RM III
GCA_016865215.1,37261,CP054482.1,cbass_type_IIs,padloc,39762,CBASS,Abi,CBASS II
GCA_016865215.1,32470,CP054482.1,septu_type_I,padloc,34757,Septu,Unknown,Septu I
GCA_016887545.1,39149,CP069389.1,RM_type_I,padloc,45212,RM,RM,RM I
GCA_016887545.1,2845355,CP069389.1,gabija,padloc,2849334,Gabija,Unknown,Gabija
GCA_016888865.1,2730489,CP069430.1,RM_type_I,padloc,2736641,RM,RM,RM I
GCA_016888865.1,3812249,CP069430.1,RM_type_II,padloc,3816954,RM,RM,RM II
GCA_016889145.1,962320,CP069470.1,AVAST_type_II,padloc,966432,AVAST,Unknown,AVAST II
GCA_016889145.1,1989575,CP069470.1,AbiD,padloc,1990543,AbiD,Abi,AbiD
GCA_016889145.1,278486,CP069470.1,RM_type_IV,padloc,281347,RM,RM,RM IV
GCA_016889165.1,1056520,CP069473.1,RM_type_II,padloc,1059735,RM,RM,RM II
GCA_016889165.1,879291,CP069473.1,ppl,padloc,881912,ppl,Unknown,ppl
GCA_016889245.1,963296,CP069486.1,RM_type_II,padloc,965456,RM,RM,RM II
GCA_016889245.1,1064983,CP069486.1,RM_type_IV,padloc,1067865,RM,RM,RM IV
GCA_016889945.1,1541641,CP069565.1,AVAST_type_II,padloc,1545753,AVAST,Unknown,AVAST II
GCA_016889945.1,2568896,CP069565.1,AbiD,padloc,2569864,AbiD,Abi,AbiD
GCA_016889945.1,857807,CP069565.1,RM_type_IV,padloc,860668,RM,RM,RM IV
GCA_016889965.1,2345845,CP069567.1,Nhi,padloc,2347665,AbiO/Nhi,RM,AbiO/Nhi
GCA_016889965.1,2270494,CP069567.1,RM_type_I,padloc,2276200,RM,RM,RM I
GCA_016889965.1,2305245,CP069567.1,RM_type_I,padloc,2311434,RM,RM,RM I
GCA_016889965.1,2318940,CP069567.1,RM_type_I,padloc,2324566,RM,RM,RM I
GCA_016890025.1,1292085,CP069582.1,RM_type_I,padloc,1297910,RM,RM,RM I
GCA_016890025.1,1224697,CP069582.1,RM_type_II,padloc,1226480,RM,RM,RM II
GCA_016890025.1,360685,CP069582.1,RM_type_IIG,padloc,363666,RM,RM,RM IIG
GCA_016890025.1,1612224,CP069582.1,RM_type_IV,padloc,1615094,RM,RM,RM IV
GCA_016894165.1,1225438,CP069789.1,AbiL,padloc,1227342,AbiL,Abi,AbiL
GCA_016894165.1,624490,CP069789.1,RM_type_II,padloc,626358,RM,RM,RM II
GCA_016894285.1,417090,CP069799.1,AbiD,padloc,418196,AbiD,Abi,AbiD
GCA_016894285.1,2294473,CP069799.1,DRT_class_I,padloc,2296305,DRT,Unknown,DRT I
