start,defense_system,source,end,genome,seqid,system,class,original,defense_system2
52677,RM_type_I,padloc,57876,GCA_013306495.1,CP052102.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306495.1,CP052102.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306495.1,CP052103.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306495.1,CP052103.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306495.1,CP052103.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846667,zorya_type_III,padloc,1850810,GCA_013306495.1,CP052103.1,Zorya,Unknown,zorya_type_III,Zorya III
1190181,GAO_20,padloc,1193112,GCA_013306515.1,CP052104.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306515.1,CP052104.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306515.1,CP052104.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619572,cbass_type_II,padloc,623935,GCA_013306515.1,CP052105.1,CBASS,Abi,cbass_type_II,CBASS II
639784,wadjet_type_I,padloc,646568,GCA_013306515.1,CP052105.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296698,wadjet_type_II,padloc,304926,GCA_013306515.1,CP052105.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846561,zorya_type_III,padloc,1850704,GCA_013306515.1,CP052105.1,Zorya,Unknown,zorya_type_III,Zorya III
1190182,GAO_20,padloc,1193113,GCA_013306545.1,CP052106.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306545.1,CP052106.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306545.1,CP052106.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306545.1,CP052107.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306545.1,CP052107.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306545.1,CP052107.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846656,zorya_type_III,padloc,1850799,GCA_013306545.1,CP052107.1,Zorya,Unknown,zorya_type_III,Zorya III
1190183,GAO_20,padloc,1193114,GCA_013306575.1,CP052108.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306575.1,CP052108.1,RM,RM,RM_type_I,RM I
597335,dXTPase,padloc,598498,GCA_013306575.1,CP052108.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306575.1,CP052109.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306575.1,CP052109.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306575.1,CP052109.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846656,zorya_type_III,padloc,1850799,GCA_013306575.1,CP052109.1,Zorya,Unknown,zorya_type_III,Zorya III
39977,RM_type_I,padloc,45176,GCA_013306655.1,CP052110.1,RM,RM,RM_type_I,RM I
540523,dXTPase,padloc,541686,GCA_013306655.1,CP052110.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
756754,retron_I-C,padloc,758562,GCA_013306655.1,CP052110.1,Retron,Retron,retron_I-C,Retron I-C
1787836,wadjet_type_II,padloc,1796064,GCA_013306655.1,CP052111.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
166784,zorya_type_III,padloc,170933,GCA_013306655.1,CP052111.1,Zorya,Unknown,zorya_type_III,Zorya III
39977,RM_type_I,padloc,45176,GCA_013306745.1,CP052112.1,RM,RM,RM_type_I,RM I
540523,dXTPase,padloc,541686,GCA_013306745.1,CP052112.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
756754,retron_I-C,padloc,758562,GCA_013306745.1,CP052112.1,Retron,Retron,retron_I-C,Retron I-C
1787836,wadjet_type_II,padloc,1796064,GCA_013306745.1,CP052113.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
166784,zorya_type_III,padloc,170933,GCA_013306745.1,CP052113.1,Zorya,Unknown,zorya_type_III,Zorya III
1190182,GAO_20,padloc,1193113,GCA_013306765.1,CP052114.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306765.1,CP052114.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306765.1,CP052114.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306765.1,CP052115.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306765.1,CP052115.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306765.1,CP052115.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846660,zorya_type_III,padloc,1850803,GCA_013306765.1,CP052115.1,Zorya,Unknown,zorya_type_III,Zorya III
1190182,GAO_20,padloc,1193113,GCA_013306785.1,CP052118.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306785.1,CP052118.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306785.1,CP052118.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306785.1,CP052119.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306785.1,CP052119.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306785.1,CP052119.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846468,zorya_type_III,padloc,1850611,GCA_013306785.1,CP052119.1,Zorya,Unknown,zorya_type_III,Zorya III
1190182,GAO_20,padloc,1193113,GCA_013306805.1,CP052116.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306805.1,CP052116.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306805.1,CP052116.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306805.1,CP052117.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306805.1,CP052117.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306805.1,CP052117.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846645,zorya_type_III,padloc,1850788,GCA_013306805.1,CP052117.1,Zorya,Unknown,zorya_type_III,Zorya III
1190182,GAO_20,padloc,1193113,GCA_013306825.1,CP052120.1,GAO_20,Unknown,GAO_20,GAO_20
52677,RM_type_I,padloc,57876,GCA_013306825.1,CP052120.1,RM,RM,RM_type_I,RM I
597336,dXTPase,padloc,598499,GCA_013306825.1,CP052120.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
619574,cbass_type_II,padloc,623937,GCA_013306825.1,CP052121.1,CBASS,Abi,cbass_type_II,CBASS II
639786,wadjet_type_I,padloc,646570,GCA_013306825.1,CP052121.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
296699,wadjet_type_II,padloc,304927,GCA_013306825.1,CP052121.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1846645,zorya_type_III,padloc,1850788,GCA_013306825.1,CP052121.1,Zorya,Unknown,zorya_type_III,Zorya III
1720264,AVAST_type_II,padloc,1724679,GCA_013306845.1,CP052122.1,AVAST,Unknown,AVAST_type_II,AVAST II
139630,RM_type_I,padloc,144829,GCA_013306845.1,CP052122.1,RM,RM,RM_type_I,RM I
669398,RM_type_II,padloc,670923,GCA_013306845.1,CP052122.1,RM,RM,RM_type_II,RM II
596991,dXTPase,padloc,598154,GCA_013306845.1,CP052122.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
670943,disarm_type_I,padloc,689836,GCA_013306845.1,CP052122.1,DISARM,RM,disarm_type_I,DISARM I
275528,wadjet_type_II,padloc,283756,GCA_013306845.1,CP052123.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1744269,zorya_type_III,padloc,1748412,GCA_013306845.1,CP052123.1,Zorya,Unknown,zorya_type_III,Zorya III
1720264,AVAST_type_II,padloc,1724679,GCA_013306875.1,CP052124.1,AVAST,Unknown,AVAST_type_II,AVAST II
139630,RM_type_I,padloc,144829,GCA_013306875.1,CP052124.1,RM,RM,RM_type_I,RM I
669398,RM_type_II,padloc,670923,GCA_013306875.1,CP052124.1,RM,RM,RM_type_II,RM II
596991,dXTPase,padloc,598154,GCA_013306875.1,CP052124.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
670943,disarm_type_I,padloc,689836,GCA_013306875.1,CP052124.1,DISARM,RM,disarm_type_I,DISARM I
275528,wadjet_type_II,padloc,283756,GCA_013306875.1,CP052125.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1744269,zorya_type_III,padloc,1748412,GCA_013306875.1,CP052125.1,Zorya,Unknown,zorya_type_III,Zorya III
72522,RM_type_I,padloc,77721,GCA_013306915.1,CP052130.1,RM,RM,RM_type_I,RM I
2989899,RM_type_I,padloc,2997781,GCA_013306915.1,CP052130.1,RM,RM,RM_type_I,RM I
703286,RM_type_II,padloc,704811,GCA_013306915.1,CP052130.1,RM,RM,RM_type_II,RM II
619215,dXTPase,padloc,620378,GCA_013306915.1,CP052130.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
14055,pycsar_effector,padloc,15978,GCA_013306915.1,CP052130.1,Pyscar,Abi,pycsar_effector,Pycsar
298363,wadjet_type_II,padloc,306591,GCA_013306915.1,CP052131.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1754408,zorya_type_III,padloc,1758551,GCA_013306915.1,CP052131.1,Zorya,Unknown,zorya_type_III,Zorya III
72522,RM_type_I,padloc,77721,GCA_013306935.1,CP052126.1,RM,RM,RM_type_I,RM I
2989904,RM_type_I,padloc,2997786,GCA_013306935.1,CP052126.1,RM,RM,RM_type_I,RM I
703291,RM_type_II,padloc,704816,GCA_013306935.1,CP052126.1,RM,RM,RM_type_II,RM II
619220,dXTPase,padloc,620383,GCA_013306935.1,CP052126.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
14055,pycsar_effector,padloc,15978,GCA_013306935.1,CP052126.1,Pyscar,Abi,pycsar_effector,Pycsar
298363,wadjet_type_II,padloc,306591,GCA_013306935.1,CP052127.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1754097,zorya_type_III,padloc,1758240,GCA_013306935.1,CP052127.1,Zorya,Unknown,zorya_type_III,Zorya III
3393123,DRT_class_I,padloc,3395526,GCA_013306955.1,CP052128.1,DRT,Unknown,DRT_class_I,DRT I
38481,RM_type_I,padloc,43680,GCA_013306955.1,CP052128.1,RM,RM,RM_type_I,RM I
371346,dXTPase,padloc,372767,GCA_013306955.1,CP052128.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
532583,dXTPase,padloc,533746,GCA_013306955.1,CP052128.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
609799,cbass_type_II,padloc,614162,GCA_013306955.1,CP052129.1,CBASS,Abi,cbass_type_II,CBASS II
630011,wadjet_type_I,padloc,636795,GCA_013306955.1,CP052129.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
281179,wadjet_type_II,padloc,289407,GCA_013306955.1,CP052129.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1828911,zorya_type_III,padloc,1833054,GCA_013306955.1,CP052129.1,Zorya,Unknown,zorya_type_III,Zorya III
3074611,RM_type_III,padloc,3079733,GCA_013307145.1,CP021157.1,RM,RM,RM_type_III,RM III
3380064,dXTPase,padloc,3381374,GCA_013307145.1,CP021157.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1119164,zorya_type_III,padloc,1123940,GCA_013307145.1,CP021158.1,Zorya,Unknown,zorya_type_III,Zorya III
1390063,RM_type_II,padloc,1392566,GCA_013307165.1,CP023203.1,RM,RM,RM_type_II,RM II
978124,RM_type_IIG,padloc,982281,GCA_013307165.1,CP023203.1,RM,RM,RM_type_IIG,RM IIG
1039369,RM_type_III,padloc,1044491,GCA_013307165.1,CP023203.1,RM,RM,RM_type_III,RM III
1309237,dXTPase,padloc,1310547,GCA_013307165.1,CP023203.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
952494,gabija,padloc,956122,GCA_013307165.1,CP023203.1,Gabija,Unknown,gabija,Gabija
2020521,zorya_type_III,padloc,2025198,GCA_013307165.1,CP023204.1,Zorya,Unknown,zorya_type_III,Zorya III
80074,ietAS,padloc,83550,GCA_013307165.1,CP023206.1,ietAS,Unknown,ietAS,ietAS
1640041,AbiE,padloc,1641415,GCA_013307205.1,CP028940.1,AbiE,Abi,AbiE,AbiE
1633636,DRT_class_I,padloc,1635696,GCA_013307205.1,CP028940.1,DRT,Unknown,DRT_class_I,DRT I
1298677,RM_type_I,padloc,1305406,GCA_013307205.1,CP028940.1,RM,RM,RM_type_I,RM I
1651946,RM_type_I,padloc,1657482,GCA_013307205.1,CP028940.1,RM,RM,RM_type_I,RM I
1466567,RM_type_III,padloc,1471248,GCA_013307205.1,CP028940.1,RM,RM,RM_type_III,RM III
1305498,RM_type_IV,padloc,1307684,GCA_013307205.1,CP028940.1,RM,RM,RM_type_IV,RM IV
541322,cas_type_II-C,padloc,545649,GCA_013307205.1,CP028940.1,CRISPR,CRISPR,cas_type_II-C,CRISPR II-C
1287711,gabija,padloc,1291380,GCA_013307205.1,CP028940.1,Gabija,Unknown,gabija,Gabija
2005325,RM_type_I,padloc,2011308,GCA_013307225.1,CP028942.1,RM,RM,RM_type_I,RM I
1156278,AbiL,padloc,1157977,GCA_013307245.1,CP028941.1,AbiL,Abi,AbiL,AbiL
1173241,RM_type_I,padloc,1179205,GCA_013307245.1,CP028941.1,RM,RM,RM_type_I,RM I
1469591,RM_type_I,padloc,1475389,GCA_013307245.1,CP028941.1,RM,RM,RM_type_I,RM I
1180241,zorya_type_I,padloc,1188403,GCA_013307245.1,CP028941.1,Zorya,Unknown,zorya_type_I,Zorya I
1185693,zorya_type_II,padloc,1192443,GCA_013307245.1,CP028941.1,Zorya,Unknown,zorya_type_II,Zorya II
1831677,AbiE,padloc,1833154,GCA_013334205.1,CP054424.1,AbiE,Abi,AbiE,AbiE
592991,RM_type_IIG,padloc,596062,GCA_013334205.1,CP054424.1,RM,RM,RM_type_IIG,RM IIG
2067497,RM_type_IIG,padloc,2070292,GCA_013334205.1,CP054424.1,RM,RM,RM_type_IIG,RM IIG
3431593,cbass_type_I,padloc,3434773,GCA_013334205.1,CP054424.1,CBASS,Abi,cbass_type_I,CBASS I
2825771,dXTPase,padloc,2826961,GCA_013334205.1,CP054424.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3666349,shedu,padloc,3667503,GCA_013334205.1,CP054424.1,Shedu,Unknown,shedu,Shedu
5923022,Helicase-DUF2290,padloc,5925773,GCA_013343095.1,CP054569.1,Helicase-DUF2290,Unknown,Helicase-DUF2290,Helicase-DUF2290
5114107,RM_type_I,padloc,5120214,GCA_013343095.1,CP054569.1,RM,RM,RM_type_I,RM I
6172990,dXTPase,padloc,6174117,GCA_013343095.1,CP054569.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
2161412,dsr1,padloc,2165245,GCA_013343095.1,CP054569.1,dsr,Abi,dsr1,dsr I
6754915,qatABCD,padloc,6759642,GCA_013343095.1,CP054569.1,qatABCD,Unknown,qatABCD,qatABCD
6729300,retron_II-A,padloc,6731157,GCA_013343095.1,CP054569.1,Retron,Retron,retron_II-A,Retron II-A
5122484,septu_type_I,padloc,5124648,GCA_013343095.1,CP054569.1,Septu,Unknown,septu_type_I,Septu I
2278605,zorya_type_III,padloc,2284335,GCA_013343095.1,CP054569.1,Zorya,Unknown,zorya_type_III,Zorya III
5215827,AbiE,padloc,5217390,GCA_013343135.1,CP054571.1,AbiE,Abi,AbiE,AbiE
3055286,RM_type_I,padloc,3061362,GCA_013343135.1,CP054571.1,RM,RM,RM_type_I,RM I
941454,cbass_type_II,padloc,945745,GCA_013343135.1,CP054571.1,CBASS,Abi,cbass_type_II,CBASS II
3567754,cbass_type_IIs,padloc,3571891,GCA_013343135.1,CP054571.1,CBASS,Abi,cbass_type_IIs,CBASS II
3885758,dXTPase,padloc,3886885,GCA_013343135.1,CP054571.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
770211,zorya_type_III,padloc,775812,GCA_013343135.1,CP054571.1,Zorya,Unknown,zorya_type_III,Zorya III
212953,dXTPase,padloc,214089,GCA_013347325.1,CP054624.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1761654,dsr2,padloc,1765427,GCA_013347325.1,CP054624.1,dsr,Abi,dsr2,dsr II
1245311,shedu,padloc,1246735,GCA_013347325.1,CP054624.1,Shedu,Unknown,shedu,Shedu
181580,AbiE,padloc,183257,GCA_013347325.1,CP054626.1,AbiE,Abi,AbiE,AbiE
1400548,AbiE,padloc,1402194,GCA_013347325.1,CP054626.1,AbiE,Abi,AbiE,AbiE
2774415,GAO_19,padloc,2777361,GCA_013347325.1,CP054626.1,GAO_19,Unknown,GAO_19,GAO_19
3335256,RM_type_I,padloc,3342011,GCA_013347325.1,CP054626.1,RM,RM,RM_type_I,RM I
3041454,qatABCD,padloc,3046438,GCA_013347325.1,CP054626.1,qatABCD,Unknown,qatABCD,qatABCD
1575826,zorya_type_III,padloc,1580470,GCA_013347325.1,CP054626.1,Zorya,Unknown,zorya_type_III,Zorya III
1894313,zorya_type_III,padloc,1899442,GCA_013349105.1,CP054817.1,Zorya,Unknown,zorya_type_III,Zorya III
795306,cbass_type_I,padloc,797177,GCA_013349105.1,CP054819.1,CBASS,Abi,cbass_type_I,CBASS I
1107108,RM_type_III,padloc,1112158,GCA_013349105.1,CP054820.1,RM,RM,RM_type_III,RM III
762357,dXTPase,padloc,763565,GCA_013349105.1,CP054820.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
981659,RM_type_IV,padloc,982570,GCA_013363755.1,CP054840.1,RM,RM,RM_type_IV,RM IV
3448383,dXTPase,padloc,3449639,GCA_013363755.1,CP054840.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3980627,dXTPase,padloc,3982042,GCA_013363755.1,CP054840.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
2075786,Dpd,padloc,2099887,GCA_013372045.1,CP048832.1,Dpd,RM,Dpd,Dpd
5501175,RM_type_II,padloc,5504215,GCA_013372045.1,CP048832.1,RM,RM,RM_type_II,RM II
763130,dXTPase,padloc,764266,GCA_013372045.1,CP048832.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
799255,retron_II-A,padloc,801125,GCA_013372045.1,CP048832.1,Retron,Retron,retron_II-A,Retron II-A
8407,RM_type_II,padloc,10475,GCA_013372065.1,CP049828.1,RM,RM,RM_type_II,RM II
780730,dXTPase,padloc,781866,GCA_013372065.1,CP049828.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
277482,AVAST_type_III,padloc,284502,GCA_013372065.1,CP049829.1,AVAST,Unknown,AVAST_type_III,AVAST III
269123,AbiE,padloc,270758,GCA_013372065.1,CP049829.1,AbiE,Abi,AbiE,AbiE
240541,septu_type_I,padloc,243671,GCA_013372065.1,CP049829.1,Septu,Unknown,septu_type_I,Septu I
1186971,GAO_20,padloc,1189902,GCA_013375715.1,CP056083.1,GAO_20,Unknown,GAO_20,GAO_20
69029,RM_type_I,padloc,74228,GCA_013375715.1,CP056083.1,RM,RM,RM_type_I,RM I
237597,RM_type_II,padloc,240146,GCA_013375715.1,CP056083.1,RM,RM,RM_type_II,RM II
243793,cbass_type_I,padloc,246158,GCA_013375715.1,CP056083.1,CBASS,Abi,cbass_type_I,CBASS I
592280,dXTPase,padloc,593443,GCA_013375715.1,CP056083.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
284754,wadjet_type_II,padloc,292982,GCA_013375715.1,CP056084.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1763975,zorya_type_III,padloc,1768124,GCA_013375715.1,CP056084.1,Zorya,Unknown,zorya_type_III,Zorya III
1186893,GAO_20,padloc,1189824,GCA_013375735.1,CP056085.1,GAO_20,Unknown,GAO_20,GAO_20
69027,RM_type_I,padloc,74226,GCA_013375735.1,CP056085.1,RM,RM,RM_type_I,RM I
237591,RM_type_II,padloc,240140,GCA_013375735.1,CP056085.1,RM,RM,RM_type_II,RM II
243787,cbass_type_I,padloc,246152,GCA_013375735.1,CP056085.1,CBASS,Abi,cbass_type_I,CBASS I
592222,dXTPase,padloc,593385,GCA_013375735.1,CP056085.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
939330,wadjet_type_II,padloc,947558,GCA_013375735.1,CP056086.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
1465072,zorya_type_III,padloc,1469221,GCA_013375735.1,CP056086.1,Zorya,Unknown,zorya_type_III,Zorya III
3324834,AbiE,padloc,3326324,GCA_013376875.1,CP035951.1,AbiE,Abi,AbiE,AbiE
4163524,PT_DndABCDE,padloc,4171020,GCA_013376875.1,CP035951.1,Dnd,RM,PT_DndABCDE,Dnd_ABCDE
4166116,PT_PbeABCD,padloc,4173155,GCA_013376875.1,CP035951.1,PbeABCD,Unknown,PT_PbeABCD,PbeABCD
368566,RM_type_I,padloc,374278,GCA_013376875.1,CP035951.1,RM,RM,RM_type_I,RM I
1510916,RM_type_I,padloc,1519946,GCA_013376875.1,CP035951.1,RM,RM,RM_type_I,RM I
2487220,RM_type_I,padloc,2497017,GCA_013376875.1,CP035951.1,RM,RM,RM_type_I,RM I
4783662,dXTPase,padloc,4784831,GCA_013376875.1,CP035951.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1864754,gabija,padloc,1867338,GCA_013376875.1,CP035951.1,Gabija,Unknown,gabija,Gabija
409580,zorya_type_III,padloc,414333,GCA_013376875.1,CP035951.1,Zorya,Unknown,zorya_type_III,Zorya III
1748743,PT_SspABCD,padloc,1753910,GCA_013378095.1,CP015958.1,Ssp,RM,PT_SspABCD,SspABCD
1735406,PT_SspFGH,padloc,1744108,GCA_013378095.1,CP015958.1,Ssp,RM,PT_SspFGH,SspFGH
3197221,RM_type_II,padloc,3198947,GCA_013378095.1,CP015958.1,RM,RM,RM_type_II,RM II
2420781,dXTPase,padloc,2422001,GCA_013378095.1,CP015958.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
2519975,thoeris_type_I,padloc,2521944,GCA_013378095.1,CP015958.1,Thoeris,Abi,thoeris_type_I,Thoeris I
527206,wadjet_type_I,padloc,533912,GCA_013378095.1,CP015958.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
180028,zorya_type_III,padloc,184543,GCA_013378095.1,CP015960.1,Zorya,Unknown,zorya_type_III,Zorya III
699768,RM_type_II,padloc,701528,GCA_013390345.1,CP028829.1,RM,RM,RM_type_II,RM II
2049462,dXTPase,padloc,2050664,GCA_013390345.1,CP028829.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
3311945,AbiE,padloc,3313289,GCA_013390345.1,CP028830.1,AbiE,Abi,AbiE,AbiE
2052152,zorya_type_III,padloc,2056886,GCA_013390345.1,CP028830.1,Zorya,Unknown,zorya_type_III,Zorya III
178443,qatABCD,padloc,183396,GCA_013390345.1,CP028832.1,qatABCD,Unknown,qatABCD,qatABCD
6012465,AbiE,padloc,6014113,GCA_013423845.1,CP058970.1,AbiE,Abi,AbiE,AbiE
5950180,cas_type_I-F1,padloc,5959592,GCA_013423845.1,CP058970.1,CRISPR,CRISPR,cas_type_I-F1,CRISPR I-F
1193015,dXTPase,padloc,1194193,GCA_013423845.1,CP058970.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
177707,retron_XIII,padloc,184893,GCA_013423845.1,CP058970.1,Retron,Retron,retron_XIII,Retron XIII
172866,Dpd,padloc,199505,GCA_013426895.1,AP023174.1,Dpd,RM,Dpd,Dpd
2672994,RM_type_II,padloc,2674717,GCA_013426895.1,AP023174.1,RM,RM,RM_type_II,RM II
3364963,dXTPase,padloc,3366183,GCA_013426895.1,AP023174.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1371953,zorya_type_III,padloc,1376426,GCA_013426895.1,AP023176.1,Zorya,Unknown,zorya_type_III,Zorya III
2627277,RM_type_II,padloc,2628955,GCA_013426915.1,AP023179.1,RM,RM,RM_type_II,RM II
161123,RM_type_IV,padloc,162673,GCA_013426915.1,AP023179.1,RM,RM,RM_type_IV,RM IV
3503451,dXTPase,padloc,3504671,GCA_013426915.1,AP023179.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
613783,hachiman_type_I,padloc,617437,GCA_013426915.1,AP023179.1,Hachiman,Unknown,hachiman_type_I,Hachiman I
427466,AbiE,padloc,429209,GCA_013426915.1,AP023181.1,AbiE,Abi,AbiE,AbiE
1371410,gabija,padloc,1375052,GCA_013426915.1,AP023181.1,Gabija,Unknown,gabija,Gabija
390624,ietAS,padloc,394118,GCA_013426915.1,AP023181.1,ietAS,Unknown,ietAS,ietAS
519355,zorya_type_III,padloc,523862,GCA_013426915.1,AP023181.1,Zorya,Unknown,zorya_type_III,Zorya III
230006,RM_type_I,padloc,237484,GCA_013693755.1,CP059256.1,RM,RM,RM_type_I,RM I
53750,RM_type_IIG,padloc,57514,GCA_013693755.1,CP059256.1,RM,RM,RM_type_IIG,RM IIG
1637784,RM_type_III,padloc,1642149,GCA_013693755.1,CP059256.1,RM,RM,RM_type_III,RM III
1742532,RM_type_III,padloc,1747539,GCA_013693755.1,CP059256.1,RM,RM,RM_type_III,RM III
1199753,RM_type_IV,padloc,1200670,GCA_013693755.1,CP059256.1,RM,RM,RM_type_IV,RM IV
559193,cas_type_III-D,padloc,569523,GCA_013693755.1,CP059256.1,CRISPR,CRISPR,cas_type_III-D,CRISPR III-D
634995,dXTPase,padloc,636221,GCA_013693755.1,CP059256.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
1755338,wadjet_type_I,padloc,1762025,GCA_013693755.1,CP059256.1,Wadjet,Unknown,wadjet_type_I,Wadjet I
39977,RM_type_I,padloc,45176,GCA_013704765.1,CP059376.1,RM,RM,RM_type_I,RM I
540454,dXTPase,padloc,541617,GCA_013704765.1,CP059376.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
756680,retron_I-C,padloc,758488,GCA_013704765.1,CP059376.1,Retron,Retron,retron_I-C,Retron I-C
738365,wadjet_type_II,padloc,746593,GCA_013704765.1,CP059377.1,Wadjet,Unknown,wadjet_type_II,Wadjet II
229465,zorya_type_III,padloc,233614,GCA_013704765.1,CP059377.1,Zorya,Unknown,zorya_type_III,Zorya III
59520,RM_type_I,padloc,66229,GCA_013822785.1,CP053609.1,RM,RM,RM_type_I,RM I
444800,RM_type_III,padloc,449844,GCA_013822785.1,CP053609.1,RM,RM,RM_type_III,RM III
1583123,RM_type_IV,padloc,1585021,GCA_013822785.1,CP053609.1,RM,RM,RM_type_IV,RM IV
130576,dXTPase,padloc,131784,GCA_013822785.1,CP053609.1,dXTPase,Nucleotide_depletion,dXTPase,dXTPase
876291,ietAS,padloc,879868,GCA_013822785.1,CP053609.1,ietAS,Unknown,ietAS,ietAS
93162,zorya_type_III,padloc,98009,GCA_013822785.1,CP053610.1,Zorya,Unknown,zorya_type_III,Zorya III
